snr,received_power,noise,fiber_loss,dispersion,average_crosstalk,crosstalk_db,ber,label
14.50094642220046,2.579151708655492e-09,9.081378262069792e-06,11.50232678030951,97.76977763263082,1.8742809996537894e-06,-27.03339972200084,0.0,1
22.546696545775834,3.031479610940645e-08,1.270665383493751e-05,6.2529488762511996,53.150065448135194,3.08569854354446e-06,-33.84453921494709,0.0,1
8.283255112885069,3.1192912917484596e-10,6.050632745370517e-06,16.64381553291535,141.4724320297805,8.64789597845349e-07,-24.417569282652217,0.0,2
12.054404667051745,1.2422771308814038e-09,8.23631657757078e-06,13.363707524612801,113.59151395920881,1.4037373065636397e-06,-26.03193594748256,0.0,1
13.781684095142019,1.6121581812070804e-09,7.903931546042141e-06,12.502448643271041,106.27081346780386,2.7727236524133096e-07,-41.6178083535854,0.0,0
17.814724272423387,5.8019401439984105e-09,9.63768782397715e-06,9.891624994800132,84.07881245580113,4.2617912773740256e-07,-44.03689858240605,0.0,0
18.861931053364557,7.308216226844527e-09,9.496381253726514e-06,9.390885948455216,79.82253056186933,1.4369210395646857e-06,-34.19799867987025,0.0,1
20.27208397080951,3.509637931437196e-10,1.4634173622739816e-06,15.644272794132883,132.9763187501295,5.730167945170834e-07,-28.867120594095283,0.0,1
16.705054888736946,2.9146726652377532e-09,7.706184849896422e-06,11.522191234234292,97.93862549099148,5.47153615919989e-07,-38.70994461240429,0.0,1
1.3989288248578182,2.1085937411627447e-10,9.306521917014295e-06,17.90152287915944,152.16294447285526,3.311053914787095e-09,-68.96374768811084,0.0125,0
4.70194922346446,1.7146757016400572e-09,1.9694131758154603e-05,13.013854744987384,110.61776533239276,3.1154423204127207e-06,-19.4263448842319,0.0,2
18.34202249936758,1.0680365212356068e-09,3.6124294047654474e-06,13.585511831717993,115.47685056960293,1.998964995033721e-06,-22.706644742528738,0.0,2
11.555855076088166,4.937782205054476e-09,1.723432430502912e-05,10.777480491568591,91.60858417833303,4.118265437470556e-06,-23.11084910453348,0.0,2
1.2777798415907213,2.652956475938117e-10,1.058484781267549e-05,17.40875764145866,147.9744399523986,7.63364047013003e-08,-42.788146178120314,0.0025,0
20.063780093066406,7.008747557762416e-09,8.18552280906098e-06,9.256456900194644,78.67988365165448,3.170604212405089e-07,-47.0771153757274,0.0,0
23.236157622146592,8.155705610489516e-08,1.9478308788394708e-05,4.102072232320758,34.867613974726446,2.8813767715314414e-06,-38.89269374114842,0.0,0
8.575708585867709,2.2614983013056333e-10,5.0296022318642474e-06,17.15047392793053,145.7790283874095,6.913583289003217e-07,-24.885227714440926,0.0,2
